Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total,Team,Season,GameNum,GameNumBand,HorA
"Mar 23, 2018",vs Phoenix,REG,W,120-95,W,-15.0,U,228.0,CLE,2018,72,>40,Home
"Mar 30, 2018",vs New Orleans,REG,W,107-102,W,-4.5,U,231.0,CLE,2018,76,>40,Home
"Apr 1, 2018",vs Dallas,REG,W,98-87,W,-10.5,U,213.0,CLE,2018,77,>40,Home
"Apr 3, 2018",vs Toronto,REG,W,112-106,W,-1.5,U,223.0,CLE,2018,78,>40,Home
"Apr 5, 2018",vs Washington,REG,W,119-115,L,-5.5,O,220.0,CLE,2018,79,>40,Home
"Apr 11, 2018",vs New York,REG,L,110-98,L,-8.5,U,214.0,CLE,2018,82,>40,Home
"Apr 15, 2018",vs Indiana,PST,L,98-80,L,-7.5,U,212.0,CLE,2018,83,>40,Home
"Apr 18, 2018",vs Indiana,PST,W,100-97,L,-8.0,U,212.5,CLE,2018,84,>40,Home
"Apr 25, 2018",vs Indiana,PST,W,98-95,L,-6.5,U,205.5,CLE,2018,87,>40,Home
"Apr 29, 2018",vs Indiana,PST,W,105-101,L,-5.5,O,200.5,CLE,2018,89,>40,Home
"May 5, 2018",vs Toronto,PST,W,105-103,L,-4.5,U,214.5,CLE,2018,92,>40,Home
"May 7, 2018",vs Toronto,PST,W,128-93,W,-5.0,O,212.5,CLE,2018,93,>40,Home
"May 19, 2018",vs Boston,PST,W,116-86,W,-6.5,U,207.0,CLE,2018,96,>40,Home
"May 21, 2018",vs Boston,PST,W,111-102,W,-7.0,O,204.5,CLE,2018,97,>40,Home
"May 25, 2018",vs Boston,PST,W,109-99,W,-7.0,O,201.5,CLE,2018,99,>40,Home
"Jun 6, 2018",vs Golden State,PST,L,110-102,L,3.5,U,215.5,CLE,2018,103,>40,Home
"Jun 8, 2018",vs Golden State,PST,L,108-85,L,4.5,U,216.5,CLE,2018,104,>40,Home
"Oct 18, 2017",vs Atlanta,REG,L,117-111,L,-5.5,O,199.0,DAL,2018,1,<=10,Home
"Oct 20, 2017",vs Sacramento,REG,L,93-88,L,-6.0,U,202.0,DAL,2018,2,<=10,Home
"Oct 23, 2017",vs Golden State,REG,L,133-103,L,13.5,O,216.5,DAL,2018,4,<=10,Home
"Oct 25, 2017",vs Memphis,REG,W,103-94,W,3.5,U,197.5,DAL,2018,5,<=10,Home
"Oct 28, 2017",vs Philadelphia,REG,L,112-110,L,1.0,O,205.0,DAL,2018,7,<=10,Home
"Nov 3, 2017",vs New Orleans,REG,L,99-94,L,4.5,U,211.5,DAL,2018,10,<=10,Home
"Nov 11, 2017",vs Cleveland,REG,L,111-104,L,6.0,O,213.5,DAL,2018,13,<=25,Home
"Nov 14, 2017",vs San Antonio,REG,L,97-91,W,6.5,U,200.0,DAL,2018,15,<=25,Home
"Nov 17, 2017",vs Minnesota,REG,L,111-87,L,6.0,U,211.5,DAL,2018,16,<=25,Home
"Nov 18, 2017",vs Milwaukee,REG,W,111-79,W,6.0,U,203.5,DAL,2018,17,<=25,Home
"Nov 20, 2017",vs Boston,REG,L,110-102,L,6.5,O,200.5,DAL,2018,18,<=25,Home
"Nov 25, 2017",vs Oklahoma City,REG,W,97-81,W,6.0,U,204.5,DAL,2018,20,<=25,Home
"Nov 29, 2017",vs Brooklyn,REG,L,109-104,L,-5.5,O,211.0,DAL,2018,22,<=25,Home
"Dec 2, 2017",vs LA Clippers,REG,W,108-82,W,-4.5,U,209.0,DAL,2018,23,<=25,Home
"Dec 4, 2017",vs Denver,REG,W,122-105,W,-2.0,O,209.0,DAL,2018,24,<=25,Home
"Dec 12, 2017",vs San Antonio,REG,W,95-89,W,6.0,U,200.0,DAL,2018,28,<=40,Home
"Dec 18, 2017",vs Phoenix,REG,L,97-91,L,-7.5,U,209.0,DAL,2018,31,<=40,Home
"Dec 20, 2017",vs Detroit,REG,W,110-93,W,-1.0,O,197.5,DAL,2018,32,<=40,Home
"Dec 26, 2017",vs Toronto,REG,W,98-93,W,6.0,U,209.5,DAL,2018,35,<=40,Home
"Jan 3, 2018",vs Golden State,REG,L,125-122,W,8.0,O,221.0,DAL,2018,39,<=40,Home
"Jan 5, 2018",vs Chicago,REG,L,127-124,L,-4.0,O,210.5,DAL,2018,40,<=40,Home
"Jan 7, 2018",vs New York,REG,L,100-96,L,-5.0,U,204.0,DAL,2018,41,>40,Home
"Jan 9, 2018",vs Orlando,REG,W,114-99,W,-7.0,U,215.5,DAL,2018,42,>40,Home
"Jan 13, 2018",vs LA Lakers,REG,L,107-101,L,-4.5,U,213.5,DAL,2018,44,>40,Home
"Jan 22, 2018",vs Washington,REG,W,98-75,W,2.5,U,211.5,DAL,2018,47,>40,Home
"Jan 24, 2018",vs Houston,REG,L,104-97,L,6.5,U,216.5,DAL,2018,48,>40,Home
"Jan 26, 2018",vs Portland,REG,L,107-93,L,1.5,U,208.0,DAL,2018,49,>40,Home
"Jan 29, 2018",vs Miami,REG,L,95-88,L,2.0,U,196.0,DAL,2018,51,>40,Home
"Feb 10, 2018",vs LA Lakers,REG,W,130-123,W,-3.0,O,213.5,DAL,2018,56,>40,Home
"Feb 13, 2018",vs Sacramento,REG,L,114-109,L,-7.0,O,206.0,DAL,2018,58,>40,Home
"Feb 26, 2018",vs Indiana,REG,W,109-103,W,3.0,O,211.0,DAL,2018,61,>40,Home
"Feb 28, 2018",vs Oklahoma City,REG,L,111-110,W,5.0,O,209.0,DAL,2018,62,>40,Home
"Mar 4, 2018",vs New Orleans,REG,L,126-109,L,3.5,O,222.5,DAL,2018,64,>40,Home
"Mar 6, 2018",vs Denver,REG,W,118-107,W,6.5,O,216.5,DAL,2018,65,>40,Home
"Mar 10, 2018",vs Memphis,REG,W,114-80,W,-9.5,U,208.5,DAL,2018,66,>40,Home
"Mar 11, 2018",vs Houston,REG,L,105-82,L,10.5,U,211.5,DAL,2018,67,>40,Home
"Mar 22, 2018",vs Utah,REG,L,119-112,W,8.5,O,199.0,DAL,2018,72,>40,Home
"Mar 24, 2018",vs Charlotte,REG,L,102-98,L,2.5,U,215.0,DAL,2018,73,>40,Home
"Mar 30, 2018",vs Minnesota,REG,L,93-92,W,6.0,U,217.0,DAL,2018,76,>40,Home
"Apr 3, 2018",vs Portland,REG,W,115-109,W,7.0,O,207.5,DAL,2018,78,>40,Home
"Apr 10, 2018",vs Phoenix,REG,L,124-97,L,-2.5,O,207.0,DAL,2018,82,>40,Home
"Oct 21, 2017",vs Sacramento,REG,W,96-79,W,-12.5,U,212.5,DEN,2018,2,<=10,Home
"Oct 23, 2017",vs Washington,REG,L,109-104,L,-5.0,U,224.5,DEN,2018,3,<=10,Home
"Nov 1, 2017",vs Toronto,REG,W,129-111,W,-1.5,O,217.0,DEN,2018,8,<=10,Home
"Nov 3, 2017",vs Miami,REG,W,95-94,L,-5.5,U,216.0,DEN,2018,9,<=10,Home
"Nov 4, 2017",vs Golden State,REG,L,127-108,L,9.0,O,230.5,DEN,2018,10,<=10,Home
"Nov 7, 2017",vs Brooklyn,REG,W,112-104,L,-12.0,U,230.5,DEN,2018,11,<=25,Home
"Nov 9, 2017",vs Oklahoma City,REG,W,102-94,W,1.5,U,215.5,DEN,2018,12,<=25,Home
"Nov 11, 2017",vs Orlando,REG,W,125-107,W,-9.0,O,216.5,DEN,2018,13,<=25,Home
"Nov 17, 2017",vs New Orleans,REG,W,146-114,W,-5.0,O,221.5,DEN,2018,15,<=25,Home
"Nov 24, 2017",vs Memphis,REG,W,104-92,W,-6.0,U,211.0,DEN,2018,19,<=25,Home
"Nov 30, 2017",vs Chicago,REG,W,111-110,L,-10.5,O,209.0,DEN,2018,21,<=25,Home
"Dec 2, 2017",vs LA Lakers,REG,W,115-100,W,-3.5,U,222.0,DEN,2018,22,<=25,Home
"Dec 15, 2017",vs New Orleans,REG,W,117-111,W,-1.5,O,221.5,DEN,2018,29,<=40,Home
"Dec 20, 2017",vs Minnesota,REG,L,112-104,L,-1.0,O,214.5,DEN,2018,31,<=40,Home
"Dec 26, 2017",vs Utah,REG,W,107-83,W,-6.0,U,205.5,DEN,2018,34,<=40,Home
"Dec 30, 2017",vs Philadelphia,REG,L,107-102,L,-7.0,U,214.0,DEN,2018,36,<=40,Home
"Jan 3, 2018",vs Phoenix,REG,W,134-111,W,-12.0,O,219.5,DEN,2018,37,<=40,Home
"Jan 5, 2018",vs Utah,REG,W,99-91,W,-6.5,U,208.5,DEN,2018,38,<=40,Home
"Jan 10, 2018",vs Atlanta,REG,L,110-97,L,-9.0,U,215.5,DEN,2018,41,>40,Home
"Jan 12, 2018",vs Memphis,REG,W,87-78,W,-6.5,U,203.5,DEN,2018,42,>40,Home
"Jan 16, 2018",vs Dallas,REG,W,105-102,L,-6.5,U,210.0,DEN,2018,44,>40,Home
"Jan 19, 2018",vs Phoenix,REG,L,108-100,L,-9.0,U,220.0,DEN,2018,46,>40,Home
"Jan 22, 2018",vs Portland,REG,W,104-101,P,-3.0,U,211.0,DEN,2018,47,>40,Home
"Jan 25, 2018",vs New York,REG,W,130-118,W,-7.0,O,211.5,DEN,2018,48,>40,Home
"Jan 27, 2018",vs Dallas,REG,W,91-89,L,-8.0,U,209.0,DEN,2018,49,>40,Home
"Jan 29, 2018",vs Boston,REG,L,111-110,L,-1.0,O,206.5,DEN,2018,50,>40,Home
"Feb 1, 2018",vs Oklahoma City,REG,W,127-124,W,1.5,O,218.5,DEN,2018,52,>40,Home
"Feb 3, 2018",vs Golden State,REG,W,115-108,W,5.0,U,231.5,DEN,2018,53,>40,Home
"Feb 5, 2018",vs Charlotte,REG,W,121-104,W,-4.0,O,216.5,DEN,2018,54,>40,Home
"Feb 13, 2018",vs San Antonio,REG,W,117-109,W,-7.0,O,208.5,DEN,2018,57,>40,Home
"Feb 23, 2018",vs San Antonio,REG,W,122-119,L,-4.0,O,212.0,DEN,2018,59,>40,Home
"Feb 25, 2018",vs Houston,REG,L,119-114,L,4.5,O,225.0,DEN,2018,60,>40,Home
"Feb 27, 2018",vs LA Clippers,REG,L,122-120,L,-5.5,O,228.5,DEN,2018,61,>40,Home
"Mar 7, 2018",vs Cleveland,REG,L,113-108,L,-3.5,U,229.5,DEN,2018,65,>40,Home
"Mar 9, 2018",vs LA Lakers,REG,W,125-116,W,-7.0,O,230.5,DEN,2018,66,>40,Home
"Mar 11, 2018",vs Sacramento,REG,W,130-104,W,-11.5,O,213.5,DEN,2018,67,>40,Home
"Mar 15, 2018",vs Detroit,REG,W,120-113,L,-8.5,O,215.0,DEN,2018,69,>40,Home
"Apr 1, 2018",vs Milwaukee,REG,W,128-125,L,-5.5,O,223.0,DEN,2018,77,>40,Home
"Apr 3, 2018",vs Indiana,REG,W,107-104,L,-4.0,U,212.0,DEN,2018,78,>40,Home
"Apr 5, 2018",vs Minnesota,REG,W,100-96,L,-4.5,U,224.5,DEN,2018,79,>40,Home
"Apr 9, 2018",vs Portland,REG,W,88-82,W,-4.5,U,220.5,DEN,2018,81,>40,Home
"Oct 18, 2017",vs Charlotte,REG,W,102-90,W,-2.5,U,202.0,DET,2018,1,<=10,Home
"Oct 23, 2017",vs Philadelphia,REG,L,97-86,L,-3.5,U,214.0,DET,2018,4,<=10,Home
"Oct 25, 2017",vs Minnesota,REG,W,122-101,W,-2.5,O,209.0,DET,2018,5,<=10,Home
"Nov 3, 2017",vs Milwaukee,REG,W,105-96,W,-1.0,U,204.0,DET,2018,9,<=10,Home
"Nov 4, 2017",vs Sacramento,REG,W,108-99,P,-9.0,O,195.0,DET,2018,10,<=10,Home
"Nov 8, 2017",vs Indiana,REG,W,114-97,W,-6.5,O,210.0,DET,2018,11,<=25,Home
"Nov 10, 2017",vs Atlanta,REG,W,111-104,L,-7.5,O,209.0,DET,2018,12,<=25,Home
"Nov 12, 2017",vs Miami,REG,W,112-103,W,-2.5,O,200.5,DET,2018,13,<=25,Home
"Nov 20, 2017",vs Cleveland,REG,L,116-88,L,2.0,U,218.0,DET,2018,17,<=25,Home
"Nov 29, 2017",vs Phoenix,REG,W,131-107,W,-11.0,O,216.0,DET,2018,20,<=25,Home
"Dec 8, 2017",vs Golden State,REG,L,102-98,W,5.5,U,211.5,DET,2018,25,<=25,Home
"Dec 10, 2017",vs Boston,REG,L,91-81,L,1.5,U,201.5,DET,2018,26,<=40,Home
"Dec 12, 2017",vs Denver,REG,L,103-84,L,-6.5,U,210.5,DET,2018,27,<=40,Home
"Dec 17, 2017",vs Orlando,REG,W,114-110,L,-8.5,O,204.0,DET,2018,30,<=40,Home
"Dec 22, 2017",vs New York,REG,W,104-101,L,-6.5,O,202.5,DET,2018,32,<=40,Home
"Dec 26, 2017",vs Indiana,REG,W,107-83,W,-1.5,U,207.5,DET,2018,33,<=40,Home
"Dec 30, 2017",vs San Antonio,REG,W,93-79,W,5.0,U,197.0,DET,2018,35,<=40,Home
"Jan 6, 2018",vs Houston,REG,W,108-101,W,6.0,U,212.0,DET,2018,38,<=40,Home
"Jan 15, 2018",vs Charlotte,REG,L,118-107,L,-3.0,O,203.0,DET,2018,42,>40,Home
"Jan 19, 2018",vs Washington,REG,L,122-112,L,1.0,O,209.0,DET,2018,44,>40,Home
"Jan 21, 2018",vs Brooklyn,REG,L,101-100,L,-6.0,U,209.5,DET,2018,45,>40,Home
"Jan 24, 2018",vs Utah,REG,L,98-95,L,-2.5,U,199.5,DET,2018,46,>40,Home
"Jan 27, 2018",vs Oklahoma City,REG,L,121-108,L,3.5,O,206.5,DET,2018,47,>40,Home
"Jan 30, 2018",vs Cleveland,REG,W,125-114,W,6.0,O,219.5,DET,2018,49,>40,Home
"Feb 1, 2018",vs Memphis,REG,W,104-102,L,-8.5,O,201.5,DET,2018,50,>40,Home
"Feb 3, 2018",vs Miami,REG,W,111-107,L,-4.5,O,200.5,DET,2018,51,>40,Home
"Feb 5, 2018",vs Portland,REG,W,111-91,W,-2.5,U,211.5,DET,2018,52,>40,Home
"Feb 7, 2018",vs Brooklyn,REG,W,115-106,L,-9.5,O,211.0,DET,2018,53,>40,Home
"Feb 9, 2018",vs LA Clippers,REG,L,108-95,L,-3.5,U,221.0,DET,2018,54,>40,Home
"Feb 12, 2018",vs New Orleans,REG,L,118-103,L,-3.5,U,221.5,DET,2018,56,>40,Home
"Feb 14, 2018",vs Atlanta,REG,W,104-98,L,-10.5,U,207.5,DET,2018,57,>40,Home
"Feb 23, 2018",vs Boston,REG,L,110-98,L,2.5,U,208.5,DET,2018,58,>40,Home
"Feb 28, 2018",vs Milwaukee,REG,W,110-87,W,-1.0,U,210.0,DET,2018,61,>40,Home
"Mar 7, 2018",vs Toronto,REG,L,121-119,W,5.5,O,214.0,DET,2018,65,>40,Home
"Mar 9, 2018",vs Chicago,REG,W,99-83,W,-7.5,U,215.0,DET,2018,66,>40,Home
"Mar 24, 2018",vs Chicago,REG,W,117-95,W,-13.0,O,208.0,DET,2018,73,>40,Home
"Mar 26, 2018",vs LA Lakers,REG,W,112-106,W,-5.0,O,213.0,DET,2018,74,>40,Home
"Mar 29, 2018",vs Washington,REG,W,103-92,W,2.5,U,208.0,DET,2018,75,>40,Home
"Apr 4, 2018",vs Philadelphia,REG,L,115-108,L,2.0,O,216.5,DET,2018,78,>40,Home
"Apr 6, 2018",vs Dallas,REG,W,113-106,W,-6.5,O,201.5,DET,2018,79,>40,Home
"Apr 9, 2018",vs Toronto,REG,L,108-98,L,6.0,U,209.5,DET,2018,81,>40,Home
"Oct 17, 2017",vs Houston,REG,L,122-121,L,-9.5,O,230.5,GSW,2018,1,<=10,Home
"Oct 25, 2017",vs Toronto,REG,W,117-112,L,-12.5,U,230.0,GSW,2018,5,<=10,Home
"Oct 27, 2017",vs Washington,REG,W,120-117,L,-12.0,O,230.5,GSW,2018,6,<=10,Home
"Oct 29, 2017",vs Detroit,REG,L,115-107,L,-14.5,O,221.0,GSW,2018,7,<=10,Home
"Nov 6, 2017",vs Miami,REG,W,97-80,W,-14.5,U,223.0,GSW,2018,11,<=25,Home
"Nov 8, 2017",vs Minnesota,REG,W,125-101,W,-8.5,U,227.0,GSW,2018,12,<=25,Home
"Nov 11, 2017",vs Philadelphia,REG,W,135-114,W,-13.5,O,232.0,GSW,2018,13,<=25,Home
"Nov 13, 2017",vs Orlando,REG,W,110-100,L,-12.0,U,223.5,GSW,2018,14,<=25,Home
"Nov 24, 2017",vs Chicago,REG,W,143-94,W,-16.0,O,212.0,GSW,2018,19,<=25,Home
"Nov 25, 2017",vs New Orleans,REG,W,110-95,W,-10.5,U,228.0,GSW,2018,20,<=25,Home
"Nov 27, 2017",vs Sacramento,REG,L,110-106,L,-13.0,O,204.0,GSW,2018,21,<=25,Home
"Dec 11, 2017",vs Portland,REG,W,111-104,L,-8.5,U,217.0,GSW,2018,28,<=40,Home
"Dec 14, 2017",vs Dallas,REG,W,112-97,W,-10.0,U,210.0,GSW,2018,29,<=40,Home
"Dec 20, 2017",vs Memphis,REG,W,97-84,W,-9.5,U,204.0,GSW,2018,31,<=40,Home
"Dec 22, 2017",vs LA Lakers,REG,W,113-106,L,-11.5,O,216.5,GSW,2018,32,<=40,Home
"Dec 23, 2017",vs Denver,REG,L,96-81,L,-8.0,U,217.0,GSW,2018,33,<=40,Home
"Dec 25, 2017",vs Cleveland,REG,W,99-92,W,-4.5,U,215.5,GSW,2018,34,<=40,Home
"Dec 27, 2017",vs Utah,REG,W,126-101,W,-11.0,O,204.0,GSW,2018,35,<=40,Home
"Dec 29, 2017",vs Charlotte,REG,L,111-100,L,-10.0,U,211.5,GSW,2018,36,<=40,Home
"Dec 30, 2017",vs Memphis,REG,W,141-128,L,-14.5,O,205.5,GSW,2018,37,<=40,Home
"Jan 8, 2018",vs Denver,REG,W,124-114,P,-10.0,O,227.5,GSW,2018,41,>40,Home
"Jan 10, 2018",vs LA Clippers,REG,L,125-106,L,-12.0,O,219.0,GSW,2018,42,>40,Home
"Jan 23, 2018",vs New York,REG,W,123-112,L,-16.0,O,227.0,GSW,2018,48,>40,Home
"Jan 25, 2018",vs Minnesota,REG,W,126-113,W,-12.5,O,229.5,GSW,2018,49,>40,Home
"Jan 27, 2018",vs Boston,REG,W,109-105,L,-10.5,U,219.5,GSW,2018,50,>40,Home
"Feb 6, 2018",vs Oklahoma City,REG,L,125-105,L,-10.0,U,231.0,GSW,2018,54,>40,Home
"Feb 8, 2018",vs Dallas,REG,W,121-103,W,-14.5,O,221.5,GSW,2018,55,>40,Home
"Feb 10, 2018",vs San Antonio,REG,W,122-105,W,-10.5,O,219.0,GSW,2018,56,>40,Home
"Feb 12, 2018",vs Phoenix,REG,W,129-83,W,-16.0,U,231.0,GSW,2018,57,>40,Home
"Feb 22, 2018",vs LA Clippers,REG,W,134-127,L,-10.5,O,234.5,GSW,2018,59,>40,Home
"Feb 24, 2018",vs Oklahoma City,REG,W,112-80,W,-10.0,U,233.5,GSW,2018,60,>40,Home
"Mar 6, 2018",vs Brooklyn,REG,W,114-101,L,-15.0,U,231.5,GSW,2018,64,>40,Home
"Mar 8, 2018",vs San Antonio,REG,W,110-107,L,-11.0,U,223.0,GSW,2018,65,>40,Home
"Mar 14, 2018",vs LA Lakers,REG,W,117-106,W,-6.0,U,224.5,GSW,2018,68,>40,Home
"Mar 16, 2018",vs Sacramento,REG,L,98-93,L,-8.5,U,206.0,GSW,2018,69,>40,Home
"Mar 23, 2018",vs Atlanta,REG,W,106-94,W,-11.5,U,220.5,GSW,2018,72,>40,Home
"Mar 25, 2018",vs Utah,REG,L,110-91,L,9.0,O,198.0,GSW,2018,73,>40,Home
"Mar 27, 2018",vs Indiana,REG,L,92-81,L,8.0,U,200.0,GSW,2018,74,>40,Home
"Mar 29, 2018",vs Milwaukee,REG,L,116-107,L,-4.0,O,213.0,GSW,2018,75,>40,Home
"Apr 1, 2018",vs Phoenix,REG,W,117-107,L,-15.0,O,215.5,GSW,2018,77,>40,Home
"Apr 7, 2018",vs New Orleans,REG,L,126-120,L,-6.0,O,226.0,GSW,2018,80,>40,Home
"Apr 14, 2018",vs San Antonio,PST,W,113-92,W,-8.0,U,205.5,GSW,2018,83,>40,Home
"Apr 16, 2018",vs San Antonio,PST,W,116-101,W,-9.0,O,205.5,GSW,2018,84,>40,Home
"Apr 24, 2018",vs San Antonio,PST,W,99-91,L,-11.0,U,204.5,GSW,2018,87,>40,Home
"Apr 28, 2018",vs New Orleans,PST,W,123-101,W,-7.5,O,222.5,GSW,2018,88,>40,Home
"May 1, 2018",vs New Orleans,PST,W,121-116,L,-11.0,O,229.5,GSW,2018,89,>40,Home
"May 8, 2018",vs New Orleans,PST,W,113-104,L,-12.0,U,229.5,GSW,2018,92,>40,Home
"May 20, 2018",vs Houston,PST,W,126-85,W,-7.5,U,226.0,GSW,2018,95,>40,Home
"May 22, 2018",vs Houston,PST,L,95-92,L,-7.5,U,227.0,GSW,2018,96,>40,Home
"May 26, 2018",vs Houston,PST,W,115-86,W,-12.5,U,214.5,GSW,2018,98,>40,Home
"May 31, 2018",vs Cleveland,PST,W,124-114,L,-12.5,O,217.5,GSW,2018,100,>40,Home
"Jun 3, 2018",vs Cleveland,PST,W,122-103,W,-11.5,O,216.0,GSW,2018,101,>40,Home
"Oct 21, 2017",vs Dallas,REG,W,107-91,W,-11.5,U,216.0,HOU,2018,3,<=10,Home
"Oct 23, 2017",vs Memphis,REG,L,98-90,L,-8.0,U,214.0,HOU,2018,4,<=10,Home
"Oct 30, 2017",vs Philadelphia,REG,L,115-107,L,-7.0,O,215.0,HOU,2018,8,<=10,Home
"Nov 5, 2017",vs Utah,REG,W,137-110,W,-6.5,O,204.0,HOU,2018,11,<=25,Home
"Nov 9, 2017",vs Cleveland,REG,W,117-113,L,-6.0,O,227.5,HOU,2018,12,<=25,Home
"Nov 11, 2017",vs Memphis,REG,W,111-96,W,-7.0,U,210.0,HOU,2018,13,<=25,Home
"Nov 14, 2017",vs Toronto,REG,L,129-113,L,-6.5,O,218.5,HOU,2018,15,<=25,Home
"Nov 22, 2017",vs Denver,REG,W,125-95,W,-9.0,U,223.5,HOU,2018,18,<=25,Home
"Nov 25, 2017",vs New York,REG,W,117-102,L,-18.5,O,214.0,HOU,2018,19,<=25,Home
"Nov 27, 2017",vs Brooklyn,REG,W,117-103,L,-18.0,U,224.5,HOU,2018,20,<=25,Home
"Nov 29, 2017",vs Indiana,REG,W,118-97,W,-11.0,U,224.5,HOU,2018,21,<=25,Home
"Dec 11, 2017",vs New Orleans,REG,W,130-123,L,-13.5,O,227.5,HOU,2018,25,<=25,Home
"Dec 13, 2017",vs Charlotte,REG,W,108-96,P,-12.0,U,219.0,HOU,2018,26,<=40,Home
"Dec 15, 2017",vs San Antonio,REG,W,124-109,W,-8.0,O,214.0,HOU,2018,27,<=40,Home
"Dec 16, 2017",vs Milwaukee,REG,W,115-111,L,-10.5,O,222.0,HOU,2018,28,<=40,Home
"Dec 18, 2017",vs Utah,REG,W,120-99,W,-12.0,O,216.5,HOU,2018,29,<=40,Home
"Dec 20, 2017",vs LA Lakers,REG,L,122-116,L,-14.5,O,225.5,HOU,2018,30,<=40,Home
"Dec 22, 2017",vs LA Clippers,REG,L,128-118,L,-12.0,O,221.0,HOU,2018,31,<=40,Home
"Dec 31, 2017",vs LA Lakers,REG,W,148-142,L,-15.0,O,226.0,HOU,2018,35,<=40,Home
"Jan 4, 2018",vs Golden State,REG,L,124-114,L,4.5,O,230.5,HOU,2018,37,<=40,Home
"Jan 10, 2018",vs Portland,REG,W,121-112,W,-7.0,O,217.5,HOU,2018,40,<=40,Home
"Jan 18, 2018",vs Minnesota,REG,W,116-98,W,-5.5,U,225.0,HOU,2018,43,>40,Home
"Jan 20, 2018",vs Golden State,REG,W,116-108,W,2.5,U,237.5,HOU,2018,44,>40,Home
"Jan 22, 2018",vs Miami,REG,W,99-90,L,-10.5,U,213.0,HOU,2018,45,>40,Home
"Jan 28, 2018",vs Phoenix,REG,W,113-102,L,-14.5,U,225.5,HOU,2018,48,>40,Home
"Jan 30, 2018",vs Orlando,REG,W,114-107,L,-13.0,O,219.5,HOU,2018,49,>40,Home
"Feb 9, 2018",vs Denver,REG,W,130-104,W,-8.5,O,223.0,HOU,2018,54,>40,Home
"Feb 11, 2018",vs Dallas,REG,W,104-97,L,-15.0,U,214.5,HOU,2018,55,>40,Home
"Feb 14, 2018",vs Sacramento,REG,W,100-91,L,-14.5,U,214.5,HOU,2018,57,>40,Home
"Feb 23, 2018",vs Minnesota,REG,W,120-102,W,-7.5,U,223.0,HOU,2018,58,>40,Home
"Mar 3, 2018",vs Boston,REG,W,123-120,L,-8.5,O,213.5,HOU,2018,62,>40,Home
"Mar 12, 2018",vs San Antonio,REG,W,109-93,W,-11.5,U,212.0,HOU,2018,67,>40,Home
"Mar 15, 2018",vs LA Clippers,REG,W,101-96,L,-11.0,U,225.0,HOU,2018,68,>40,Home
"Mar 22, 2018",vs Detroit,REG,W,100-96,L,-10.5,U,213.0,HOU,2018,72,>40,Home
"Mar 24, 2018",vs New Orleans,REG,W,114-91,W,-8.0,U,225.0,HOU,2018,73,>40,Home
"Mar 25, 2018",vs Atlanta,REG,W,118-99,W,-13.5,O,215.5,HOU,2018,74,>40,Home
"Mar 27, 2018",vs Chicago,REG,W,118-86,W,-13.0,U,213.5,HOU,2018,75,>40,Home
"Mar 30, 2018",vs Phoenix,REG,W,104-103,L,-17.5,U,216.0,HOU,2018,76,>40,Home
"Apr 3, 2018",vs Washington,REG,W,120-104,W,-8.5,O,216.5,HOU,2018,78,>40,Home
"Apr 5, 2018",vs Portland,REG,W,96-94,L,-10.5,U,212.0,HOU,2018,79,>40,Home
"Apr 7, 2018",vs Oklahoma City,REG,L,108-102,L,-5.0,U,220.5,HOU,2018,80,>40,Home
"Apr 15, 2018",vs Minnesota,PST,W,104-101,L,-11.5,U,215.5,HOU,2018,83,>40,Home
"Apr 18, 2018",vs Minnesota,PST,W,102-82,W,-10.0,U,215.5,HOU,2018,84,>40,Home
"Apr 25, 2018",vs Minnesota,PST,W,122-104,W,-12.0,O,217.5,HOU,2018,87,>40,Home
"Apr 29, 2018",vs Utah,PST,W,110-96,W,-11.5,U,206.5,HOU,2018,88,>40,Home
"May 2, 2018",vs Utah,PST,L,116-108,L,-11.0,O,204.5,HOU,2018,89,>40,Home
"May 8, 2018",vs Utah,PST,W,112-102,L,-11.5,O,208.0,HOU,2018,92,>40,Home
"May 14, 2018",vs Golden State,PST,L,119-106,L,-2.5,U,225.5,HOU,2018,93,>40,Home
"May 16, 2018",vs Golden State,PST,W,127-105,W,-2.0,O,225.0,HOU,2018,94,>40,Home
"May 24, 2018",vs Golden State,PST,W,98-94,W,1.0,U,220.0,HOU,2018,97,>40,Home
"May 28, 2018",vs Golden State,PST,L,101-92,L,6.0,U,208.0,HOU,2018,99,>40,Home
"Oct 18, 2017",vs Brooklyn,REG,W,140-131,W,-3.0,O,217.0,IND,2018,1,<=10,Home
"Oct 20, 2017",vs Portland,REG,L,114-96,L,5.5,U,218.5,IND,2018,2,<=10,Home
"Oct 29, 2017",vs San Antonio,REG,W,97-94,W,6.5,U,208.5,IND,2018,6,<=10,Home
"Oct 31, 2017",vs Sacramento,REG,W,101-83,W,-5.5,U,206.5,IND,2018,7,<=10,Home
"Nov 7, 2017",vs New Orleans,REG,L,117-112,L,1.5,O,217.5,IND,2018,11,<=25,Home
"Nov 12, 2017",vs Houston,REG,L,118-95,L,3.5,U,226.0,IND,2018,14,<=25,Home
"Nov 17, 2017",vs Detroit,REG,W,107-100,W,-1.0,U,211.5,IND,2018,16,<=25,Home
"Nov 24, 2017",vs Toronto,REG,W,107-104,W,2.0,U,216.5,IND,2018,19,<=25,Home
"Nov 25, 2017",vs Boston,REG,L,108-98,L,3.5,O,204.5,IND,2018,20,<=25,Home
